timestamp,cpu_percent,mem_mb,num_threads,open_files
2025-04-09 16:27:14,0.00,28.97,2,2
2025-04-09 16:27:15,0.00,29.02,2,2
2025-04-09 16:27:16,0.10,29.08,2,2
2025-04-09 16:27:17,0.10,29.08,2,2
2025-04-09 16:27:18,0.10,29.08,2,2
2025-04-09 16:27:19,0.10,29.08,2,2
2025-04-09 16:27:20,0.10,29.11,2,2
2025-04-09 16:27:21,0.10,29.19,2,2
2025-04-09 16:27:22,0.10,29.19,2,2
2025-04-09 16:27:23,0.10,29.19,2,2
2025-04-09 16:27:24,0.10,29.19,2,2
2025-04-09 16:27:25,0.10,29.19,2,2
2025-04-09 16:27:26,0.10,29.19,2,2
2025-04-09 16:27:27,0.10,29.19,2,2
2025-04-09 16:27:28,0.10,29.19,2,2
2025-04-09 16:27:29,0.10,29.19,2,2
2025-04-09 16:27:30,0.60,30.02,14,2
2025-04-09 16:27:31,1.60,31.31,47,2
2025-04-09 16:27:32,0.90,31.55,52,2
2025-04-09 16:27:33,0.70,31.56,52,2
2025-04-09 16:27:34,0.70,31.58,52,2
2025-04-09 16:27:35,0.70,31.58,52,2
2025-04-09 16:27:36,0.50,31.58,52,2
2025-04-09 16:27:37,1.00,31.58,52,2
2025-04-09 16:27:38,0.70,31.59,52,2
2025-04-09 16:27:39,0.70,31.59,52,2
2025-04-09 16:27:40,1.80,32.52,77,2
2025-04-09 16:27:41,2.30,33.34,99,2
2025-04-09 16:27:42,1.60,33.45,102,2
2025-04-09 16:27:43,1.20,33.45,102,2
2025-04-09 16:27:44,1.20,33.45,102,2
2025-04-09 16:27:45,0.60,33.47,102,2
2025-04-09 16:27:46,1.70,33.47,102,2
2025-04-09 16:27:47,1.60,33.47,102,2
2025-04-09 16:27:48,1.80,33.47,102,2
2025-04-09 16:27:49,1.70,33.47,102,2
2025-04-09 16:27:50,1.80,33.48,102,2
2025-04-09 16:27:51,1.90,33.48,102,2
2025-04-09 16:27:52,1.80,33.48,102,2
2025-04-09 16:27:53,1.60,33.50,102,2
2025-04-09 16:27:54,1.80,33.50,102,2
2025-04-09 16:27:55,1.80,33.53,102,2
2025-04-09 16:27:56,1.90,33.55,102,2
2025-04-09 16:27:57,1.90,33.55,102,2
2025-04-09 16:27:58,2.10,33.55,102,2
2025-04-09 16:27:59,2.10,33.55,102,2
2025-04-09 16:28:00,2.80,34.05,116,2
2025-04-09 16:28:01,3.40,35.28,148,2
2025-04-09 16:28:02,2.80,35.42,152,2
2025-04-09 16:28:03,2.60,35.44,152,2
2025-04-09 16:28:04,2.50,35.45,152,2
2025-04-09 16:28:05,3.60,36.25,172,2
2025-04-09 16:28:06,4.10,37.28,200,2
2025-04-09 16:28:07,2.90,37.38,202,2
2025-04-09 16:28:08,3.00,37.39,202,2
2025-04-09 16:28:09,2.80,37.41,202,2
2025-04-09 16:28:10,2.90,37.41,202,2
2025-04-09 16:28:11,3.00,37.41,202,2
2025-04-09 16:28:12,3.10,37.42,202,2
2025-04-09 16:28:13,2.90,37.45,202,2
2025-04-09 16:28:14,3.20,37.45,202,2
2025-04-09 16:28:15,3.20,37.45,202,2
2025-04-09 16:28:16,3.00,37.47,202,2
2025-04-09 16:28:17,3.30,37.47,202,2
2025-04-09 16:28:18,3.10,37.47,202,2
2025-04-09 16:28:19,3.40,37.50,202,2
2025-04-09 16:28:20,3.90,37.52,202,2
2025-04-09 16:28:21,3.90,37.52,202,2
2025-04-09 16:28:23,4.10,37.52,202,2
2025-04-09 16:28:24,4.40,37.52,202,2
2025-04-09 16:28:25,4.40,37.52,202,2
2025-04-09 16:28:26,4.30,37.53,202,2
2025-04-09 16:28:27,4.40,37.53,202,2
2025-04-09 16:28:28,4.00,37.53,202,2
2025-04-09 16:28:29,3.80,37.53,202,2
2025-04-09 16:28:30,4.60,37.53,202,2
2025-04-09 16:28:31,4.20,37.53,202,2
2025-04-09 16:28:32,3.90,37.53,202,2
2025-04-09 16:28:33,3.90,37.53,202,2
2025-04-09 16:28:34,4.30,37.53,202,2
2025-04-09 16:28:35,4.20,37.53,202,2
2025-04-09 16:28:36,4.30,37.53,202,2
2025-04-09 16:28:37,4.10,37.53,202,2
2025-04-09 16:28:38,4.10,37.53,202,2
2025-04-09 16:28:39,4.30,37.53,202,2
2025-04-09 16:28:40,4.20,37.53,202,2
2025-04-09 16:28:41,3.80,37.55,202,2
2025-04-09 16:28:42,4.60,37.56,202,2
2025-04-09 16:28:43,4.10,37.56,202,2
2025-04-09 16:28:44,4.30,37.56,202,2
2025-04-09 16:28:45,4.10,37.56,202,2
2025-04-09 16:28:46,4.30,37.56,202,2
2025-04-09 16:28:47,4.20,37.56,202,2
2025-04-09 16:28:48,4.10,37.56,202,2
2025-04-09 16:28:49,4.30,37.58,202,2
2025-04-09 16:28:50,4.60,37.58,202,2
2025-04-09 16:28:51,4.60,37.59,202,2
2025-04-09 16:28:52,4.50,37.59,202,2
2025-04-09 16:28:53,4.40,37.59,202,2
2025-04-09 16:28:54,4.30,37.59,202,2
2025-04-09 16:28:55,4.20,37.59,202,2
2025-04-09 16:28:56,4.10,37.59,202,2
2025-04-09 16:28:57,4.10,37.59,202,2
2025-04-09 16:28:58,3.80,37.59,202,2
2025-04-09 16:28:59,4.30,37.59,202,2
2025-04-09 16:29:00,4.40,37.59,202,2
2025-04-09 16:29:01,4.20,37.59,202,2
2025-04-09 16:29:02,4.30,37.59,202,2
2025-04-09 16:29:03,4.10,37.59,202,2
2025-04-09 16:29:04,4.10,37.61,202,2
2025-04-09 16:29:05,4.20,37.61,202,2
2025-04-09 16:29:06,4.10,37.61,202,2
2025-04-09 16:29:07,4.20,37.61,202,2
2025-04-09 16:29:08,4.20,37.61,202,2
2025-04-09 16:29:09,4.10,37.61,202,2
2025-04-09 16:29:10,4.20,37.61,202,2
